comb_idx,OBSID,NCTETID,text,student_reasoning,annotator_comment
4006_11,4006,14132,"If you’re at a store or something, you have to do like multiple dividing, and you might not have a calculator or a pen do it with.",0.0,
83_102,83,11060,It took 7 of these just to figure out the length.,0.0,
680_139,680,14063,"In July it increases and when it gets to September, it starts to decrease and when he gets to September, it decreases. And when it gets to September, it starts to decrease.",0.0,
4036_127,4036,14094,We’re stuck on this one and we wanted to check.,0.0,
4132_648,4132,14122,I have some food that’s cut-able.,0.0,
2264_1,2264,12046,I don't know how to do that.,0.0,
2278_156,2278,14005,So we have to make our lines [inaudible].,0.0,
81_37,81,11016,We’re gonna make a square that has 24.,0.0,
4077_182,4077,13058,That’s divided by 16.  That’s not eight.,0.0,
478_146,478,14083,"And [Inaudible] was going down and then deci was [Inaudible] centi- centimeters, the centi was 100 and then milli was 1,000.",0.0,
2369_140,2369,14074,If we've already gotten the right answer—,0.0,
1073_122,1073,13009,The product is the whole number and the denominator to multiply.,0.0,
497_152,497,14080,"It can’t be the first one, and can’t be the last one.",0.0,
2654_21,2654,14120,"So what you’re saying is if like three people got it right, we got three points.",0.0,
2963_181,2963,12036,You can get rid of the 0 and—,0.0,
4661_155,4661,12019,"Because two-fifths, plus one-fifth is three-fifths.",1.0,
986_114,986,12001,"If you know, you can make it yourself.",0.0,
4301_679,4301,14084,She wants to answer.  She raised her hand.,0.0,
58_287,58,11033,I think it’s Sophia’s because in the book it didn’t say –,0.0,
2568_409,2568,11050,I’m gonna practice at home it’s more easy.,0.0,
4490_241,4490,14063,What if you put the decimal in the wrong place?,0.0,
2556_299,2556,14095,Prime number can only be divided by itself or by 1.,0.0,
2930_31,2930,11007,A multiple is the number you land on when skip counting.,0.0,
68_148,68,11031,"I think, like, the sides are three and then in the front there’s four rows with three squares in each.",0.0,
2132_266,2132,14105,And [inaudible].  And then the numerator is one.,0.0,
2726_98,2726,14044,[Inaudible]  What type of angle is at the center of the spinner.,0.0,
4259_131,4259,11058,Cause this down here [inaudible] switch this around so this is symmetrical.  This will switch around and it can be the same.  These are the same exact areas.,1.0,
38_78,38,11010,He said one-half because it’s bigger.,1.0,
4533_249,4533,14026,Do we have to put one of these?,0.0,
855_361,855,14067,"Once there was a kitten and a dog.  He has one dime and three nickels to pass a bridge to go to the movies but he needed to make a dollar but the fawn said to give him a buck. Then a yellow car with two black strips and bumble bee, he had one nickel, five pennies and one dime, but the fawn said, “Give me a buck.”",0.0,
251_369,251,11037,"Ms. [inaudible], what are we gonna do now?",0.0,
2959_29,2959,13023,"Oh, I remember.  The minimum is the smallest number.",0.0,
2492_138,2492,14088,How about you copy half and I'll copy half.,0.0,
482_87,482,14044,3 goes into 0 zero times.  And you have to put the decimal.,0.0,
4628_71,4628,11056,The second one is equal to two eighths.,0.0,
2623_91,2623,13040,Forty tenths can be reduced by four ones.,0.0,
2255_587,2255,11014,"Instead of doubling the largest number, he doubled the [inaudible].",0.0,
2199_89,2199,11025,"I said to the group, I know that 1/3 is 2/6, and you’re on 1/3 right now, and you can move another 1/3, that would be 2/3. And then you can move a sixth.",1.0,
2636_8,2636,11058,"[Inaudible].  The other person gets on, [inaudible].  So you [inaudible] how much did [inaudible].",0.0,
2467_505,2467,11023,Today we learned how to use many different ways.,0.0,
570_438,570,11027,"Because they’re all the same number, so it’s a whole all together.",1.0,
515_246,515,14090,What do I do when there is a remainder?,0.0,
134_452,134,11050,"Me – at first, well, I checked my answer and I got 376 square inches.  But at first I got 336 square inches because I thought the six inches, the height, I thought it went – the H, I thought it was a four.",0.0,
556_399,556,14006,So you ain’t supposed to write how much d and d?,0.0,
1029_271,1029,13062,"Because [inaudible].  Because you are multiplying the three numbers in the middle, and then when you put equal, you put the equal sign.  You can write it [inaudible].",1.0,
4202_105,4202,14029,"One whole and these are three, so they’re one third.",0.0,
4162_72,4162,14035,How many of the students play dodge ball?,0.0,
2696_365,2696,11073,Look at the decimal and then put 25 and take away the decimal [inaudible] percent.,0.0,
23_436,23,11042,"So, what I do is 5 times – so, 5 times 2.",0.0,
2986_257,2986,12007,"So when you are doing the problem why for five and six dollars, that’s more than – oh, he minused, I got [inaudible] on six dollars and five dollars.",0.0,
883_321,883,12026,He got mine’s correct.  I got the – [Inaudible].,0.0,
24_217,24,11006,"If both of the factors are doubled, that means it’s the same.",1.0,
1044_145,1044,12046,Teacher do we put our name on it?,0.0,
2092_301,2092,14059,"I made my mistake, I kept on getting a different quotient because I put the wrong number in the problem.  I did 324 instead of 325.",0.0,
2082_91,2082,14054,"2 halves to get a whole, you times this by 6, and you get 12.",0.0,
2951_22,2951,12033,"Five and seven tenths, nine and one tenth, seventeen and five tenths.",0.0,
821_267,821,14010,"So, [we’ll just be able to talk through] the whole time?",0.0,
2625_157,2625,13098,Five.  Ten.  Fifteen.  Twenty.  Twenty-five.  Thirty.  Thirty- five.  Forty.  Forty-five.  Fifty.  Fifty-five.  Sixty. [Inaudible]. [Inaudible].,0.0,
683_140,683,12012,"You know what?  Leave them down, honey, so we can see which ones work.  You can move that – why don’t we move that down if you want to try it.  We know those work so that is equivalent to one half.",0.0,Teacher text in student column?
560_274,560,11066,"I round the 7 up to 10 and the 89 to 90 – [inaudible] – equals 100 – [inaudible] – 100 plus 600 and plus 100 plus 800, 1,000 plus 1,000 – [inaudible] it’d be great to see if they could try and do this on their own because –",0.0,
111_102,111,11045,Are you supposed to add the 145 to the 226?,0.0,
456_189,456,11062,I saw a pattern and used my calculator.,0.0,
3_107,3,11024,"15 is half of 30, and then if you just take 30 and cut it in half –",0.0,
84_150,84,13082,A picture graph is useful for showing data with numbers that are multiples of a certain number.  In a picture graph we use a [key set of the scale.],0.0,
1041_5,1041,13071,Mm-hmm.  I was working when you first started.,0.0,
908_113,908,14089,Five over the one plus the six under the eight.,0.0,
250_69,250,11053,Student H said that 600 is bigger than 500 and a thousand and a thousand is two thousand.,0.0,
2016_8,2016,14109,"You probably might not do that, but they do that just so they can get an extra penny.",0.0,
4538_40,4538,14098,We started going through them to see how much volume there was inside.,0.0,
2406_26,2406,11032,"Oh then do, then do it, shade in half.",0.0,
4151_29,4151,14003,"Like two zeros, subtract one zero, makes one zero.",0.0,
4202_61,4202,14029,Because a third is the same as two sixths.,1.0,
871_125,871,14074,That means you go all the way across the page and up one and a half [inches].,0.0,
4083_66,4083,11003,"So far, they don’t have curved lines.",0.0,
914_494,914,14096,The [pole] to the basketball is a little cone.,0.0,
209_185,209,14086,"The triangle is right there.  Length, times width.",0.0,
2356_73,2356,11058,So she’s 5’10”?  That’s how tall you are?,0.0,
134_443,134,11050,She was actually – she was making up the numbers because –,0.0,
576_19,576,11040,"Because if it's closer to the 1, then the numerator has to be closer to the denominator.",1.0,
2362_458,2362,14120,How many minutes did Mr. Marcel spend talking to the booth owners?,0.0,
2056_109,2056,14063,I got the top part right but for my division I did like 12 and then I had 84.,0.0,
4248_414,4248,11043,"[Inaudible] this is the [inaudible], and then I checked it over.",0.0,
437_13,437,11032,They – some of them – between two lines they have one skipped.,1.0,
2051_238,2051,14075,Teacher R?  Do you have a remainder in decimal?,1.0,
4106_102,4106,11056,"Students will be able to discuss if decimals less than, greater than, and equal to one another.",0.0,
4504_361,4504,14118,You know what makes it so heavy?  [Inaudible].,0.0,
4665_183,4665,13092,"No, I don’t need help, I just [inaudible].",0.0,
4663_326,4663,14136,"[Inaudible] polygon, then arrow, then triangle, then one, two three.",0.0,
924_186,924,14097,"Yes.  Five and seven ninths, five and eleven eighteenths, and five and one half.",0.0,
4756_84,4756,12036,"You multiply, then pick up the card.  When you read it, you have to get the decimal right in five seconds.  So if you get it right, you move the number the dice says.",0.0,
4490_28,4490,14063,What if they don’t have a dollar sign?,0.0,
989_196,989,14034,You went wrong because you added too many zeros.,1.0,
768_127,768,14042,[Inaudible] and it’ll look like six plus actual four.,0.0,
2632_368,2632,11063,I’m trying to figure out what is 96 – I got 976 plus [inaudible]. [Bell rings],0.0,
139_37,139,11022,Because it's only one part of the whole.,1.0,
160_19,160,14089,Because it – you’re supposed to do the parenthesis and then the multiplication first before addition.,1.0,
437_333,437,11032,"No because they don’t have a one, they have a zero.  They’re all least than.",1.0,
306_15,306,14092,Oh yeah.  You divide the denominator into the numerator.,0.0,
961_500,961,13018,"Now what do I do, Teacher?  I did that.",0.0,
3017_252,3017,12050,"Because it's five wholes, or it's six wholes, but this is a [inaudible] whole.",1.0,
928_113,928,13005,"Yeah, two.  I want a four now.  The most one is four.",0.0,
487_113,487,12014,Yeah.  I get my dimensions to add up to 15.,0.0,
56_232,56,11046,Plus three times ten and three times six.,0.0,
591_278,591,14035,"We learned how many quarts, pints and cups are in a gallon and we learned how many ounces are in pints, cups and gallons.",0.0,
2557_314,2557,14042,[Inaudible] divide that in half?  Wouldn’t that just end up to be four and-a-half?,1.0,
2092_399,2092,14059,I put 36 and then I got 80.,0.0,
251_99,251,11037,The amount of space inside a 3D object.,0.0,
1036_41,1036,13027,A polygon is a shape that has seven sizes.,0.0,
2299_463,2299,11067,The question was asking how many students bring cans over the five days.,0.0,
2174_318,2174,14119,"So, what you’re saying is that, like, the pizzas, the five pizzas, let’s see, so there’s one-third.",0.0,
10_214,10,11061,The group is 4 years and the number in each group is 52.,0.0,
602_306,602,12037,I could use like a dollar like if chips is [Inaudible].,0.0,
4093_23,4093,14119,"By the 1 you just put, that’s a 3.",0.0,
455_226,455,11001,I would do the same like 2 [inaudible].,0.0,
2986_322,2986,12007,2 out of 5 and 1 out of 3.,0.0,
537_474,537,11059,"I did this one, but I’m confused.",0.0,
267_68,267,14083,[Inaudible] area equals – I kind of got lost on this part.,0.0,
73_169,73,11032,"I don’t like [Inaudible].  Too like Valentine’s.  All right. That’s one, that’s two, that’s three, that’s four.  And it’s two layers high so one, two and that one’s two extra so it’s gotta be four times two.  And that equals eight. Yay!",0.0,
111_71,111,11045,Solve the problem.  Show your solution using clear and con –,0.0,
4035_114,4035,14035,"Teacher B, can there be more than three fractions to go into –",1.0,
141_41,141,11024,"That I left my math packet at home, and to bring it to school for me.",0.0,
491_272,491,14017,An eight on the right of the decimal.,0.0,
4487_399,4487,14105,"I came up with the same answer, but I wasn’t sure – I moved my decimal over from 52 cents, and I don’t think I was supposed to do that [inaudible].  This [inaudible].",0.0,
29_112,29,11040,"[Inaudible.]  So 3 times 4 is 12, times 3 is –.",0.0,
508_418,508,14034,I just need the answer for number eight.,0.0,
2534_300,2534,11020,Do we just do it the one time? The different ways? Do we just do it [inaudible]?,0.0,
576_21,576,11040,I think it's because one hundred twenty-five thousandths is equal to one half.,1.0,
2406_127,2406,11032,At the end of the day Stewart has completed 2 3rds of the race how many miles has he gone?,0.0,
910_488,910,14098,"The decimal, and then you’ll find out the –",0.0,
4363_10,4363,12016,It means that if you multiply you get a higher number.  If you divide you get a lower number.,0.0,
1028_21,1028,13039,We think property means when you use operations.,0.0,
142_175,142,11054,"He was adding like – he was breaking up the numbers, like 427. He broke it up in hundreds, and then he started to add them.",0.0,
284_290,284,14009,Can't we just measure that and subtract it from our answer?,1.0,
2690_132,2690,12016,"Miss H, will you be reviewing the [inaudible] to the whole class?",0.0,
591_193,591,14035,Aren’t there four? cups are in your gallon?,0.0,
2978_55,2978,12008,"In problems like this you can number the sections, like how many there are.",0.0,
1063_9,1063,11007,It's two numbers that [inaudible] like multiplication [inaudible].,0.0,
2201_343,2201,11073,The numbers that we have to do drills and turn to show that –,0.0,
4757_39,4757,12019,"Number lines, like it’s counting up to which one it is.",1.0,
2692_173,2692,12010,"Why don’t we just do Fast Math with a group?  You make Fast Math a group, so when we’re in group then some people learn Fast Math.",0.0,
4362_82,4362,12015,Okay.  We're going to do the store got 35 boxes of –,0.0,
4757_100,4757,12019,Now it’s time to make a graph.,0.0,
198_206,198,14033,Can we work it out on the back?,0.0,
2197_66,2197,11007,We’re going to break one of the [inaudible].,0.0,
191_387,191,14071,"You know what I’m gonna do?  I want to move, like – I’m gonna end like three boxes.",0.0,
2936_266,2936,12027,Because sometimes when I do that I get a bigger number.  Like a big number.,1.0,
4262_265,4262,14114,It’s one full row shaded in.  It’s four rows in all.,1.0,
2737_71,2737,14098,"B divided by – no, it has to start with A.",1.0,
337_125,337,14030,I was thinking about in one of the little rectangles you could count all the blocks and then you can multiply it by four.,1.0,
912_385,912,14020,One-third equals one-fourth plus one-twelfth.,0.0,
2800_141,2800,11009,That one’s bigger because [inaudible] are we comparing it size or like [inaudible].,1.0,
371_16,371,14070,"A line is two points and two areas, a line segment just had two points and a ray has two points and an arrow.",0.0,
2832_95,2832,11014,"Because he only changed the seven twelfths and five eighths to make a common denominator to make it easier, but all you have to do is add it and you'll have the exact answer.",1.0,
4665_256,4665,13092,"It would have been 20, 20, and 20.",0.0,
4301_338,4301,14084,The numerator is the top number of the fraction.  And the denominator is the bottom [inaudible].,0.0,
29_39,29,11040,"Do you mean that [inaudible] both sides, the length, the width, and the height [inaudible].",0.0,
2658_18,2658,13102,Why do I have two different answers for both of them?,0.0,
2786_385,2786,11075,You have to split it in the middle.,0.0,
251_139,251,11037,"“Find the volume of each rectangle, show how you find the answer.”",0.0,
1165_25,1165,13078,Because eight is the base and five is the height.,1.0,
2081_204,2081,14056,Because the sum of the digits aren't divisible by 3.,1.0,
488_267,488,14054,She didn’t tell us how she got the 75.,0.0,
1068_289,1068,13053,So there's a five – there's five tenths –,0.0,
642_141,642,14061,"When you have one of these, like, [Inaudible]?",0.0,
4012_88,4012,14012,The problem is how much we’re going to put in the middle.,0.0,
782_20,782,14006,A graph that shows how many people like stuff.,0.0,
817_40,817,12042,They played 40 games.  That would help me.  [Inaudible].,0.0,
2147_16,2147,14062,"Another way, when you get to [inaudible], say the denominators are bigger, I got the fraction bars, so those would be smaller.",0.0,
147_10,147,12046,They’re like exact numbers that are easy to go to.,0.0,
3018_25,3018,12019,I know.  It always has to be straight on each side.,0.0,
1035_761,1035,13027,I know I don’t like it [Inaudible].,0.0,
2671_21,2671,12017,Students will be able to find the fraction of whole numbers.,0.0,
437_100,437,11032,‘Cause pretend like there are boxes right there [inaudible].,0.0,
551_298,551,12008,How many more people picked Celtics than Patriots?,0.0,
4032_145,4032,14118,A quarter of it would be like 250.,0.0,
2951_84,2951,12033,An exponent is a number next to another number.,0.0,
750_1,750,13021,[Inaudible] able to locate a [inaudible] point on a grid.,0.0,
930_170,930,13081,Step one is what is the question asked?,0.0,
2967_267,2967,12044,So we have to make groups of two.,0.0,
4358_201,4358,12014,Area is like the inside of a shape.,0.0,
569_1,569,11058,"I will find variances of a rectangular area, a rectangle’s area.",0.0,
4081_78,4081,14011,Can you do the dividing on the back of the paper?,0.0,
2094_17,2094,14085,"You multiply the numerator, so you multiply two times seven. Wait.  No.  Four times seven.",0.0,
2393_69,2393,11004,"Oh because, because it says that you already have [inaudible] how many more miles do you need to 1,000.",1.0,
4149_142,4149,13092,"So I had to take away four times six, and get 24.  And then – my answer was two, so I had to put 46, remainder of two.",0.0,
169_29,169,13030,There are 10 cars in the parking lot.,0.0,
2358_125,2358,11061,[Inaudible] take the number you're going to double and  multiply it by one to double it?,0.0,
1053_294,1053,13012,"But what's the other way?  One, two.",0.0,
2028_264,2028,14012,I don’t like the camera.  Just little ones.  Don’t like big cameras.,0.0,
1041_91,1041,13071,Because of the decimal thing.  It says hundredths.,1.0,
553_161,553,14016,Because I looked and it said A times B equals B times A and I looked at three times five and it matched A times B and I just put it there.,1.0,
4151_23,4151,14003,I took out the zero from the 20.,1.0,
635_289,635,14009,"Maybe, it’s because like you can’t like – zero – okay.  Zero can go into five zero times, because it doesn’t have anything, right?  But five can’t go into zero, because [inaudible].",1.0,
2483_162,2483,11076,"I did it Student N’s way, but for the second one I know three- fourths times [inaudible].",0.0,
1161_211,1161,13078,It was the reflection.  Someone was the mirror and the other one was in the mirror doing it.,1.0,
2299_31,2299,11067,Carrie collects 26 books every day for six days.  She can put 12 books in a box to take to the library.  How many box could she take the library?,0.0,
83_74,83,11060,We knew this was 8 because we checked it with the ruler.,1.0,
4035_257,4035,14035,Three yellows go into one blue and one red.,1.0,
2800_492,2800,11009,A fourth and a half are the same.,0.0,
1064_258,1064,11050,"Because, like, when you do one fifth, it’s like [inaudible] you adding [inaudible], so four fifths, so that’s like you’re doing 20 times 4.",1.0,
578_642,578,11048,"Because the total is 22, and the number is only 8, here.",1.0,
4198_354,4198,14098,Are we going to have to do that -,0.0,
2679_84,2679,14115,"Teacher, if it falls on the floor does it still count?",0.0,
2200_49,2200,11074,I don't know how to get a score.,0.0,
4200_99,4200,14016,[You can’t] help you find equivalent fractions.  You can use fraction bars to help.  You can some techniques.,0.0,
3_98,3,11024,"You can tell that they’re related because [inaudible] 30, and then [inaudible] four times, get the same problem.  Half of it is 4, and then [inaudible].",1.0,
2157_208,2157,14011,It's supposed to be 1 because it's how many photos she gave Albert.,1.0,
25_75,25,11013,How can you take 3 away from 5?,1.0,
4455_120,4455,14094,Is there one that has zero equal sides or is that the scalene?,0.0,
2008_101,2008,14118,I shaded in three sticks and four of these.,0.0,
4243_312,4243,11075,It has [inaudible].  It can’t have a curve.,0.0,
2672_305,2672,12044,"I cut off the two on the side and then I did 3 at the bottom, without the [inaudible].  I cut off the –",0.0,
4009_56,4009,14078,You’re going to try to [Inaudible] to numbers that are similar to each other but all four [Inaudible]. Just use the process of elimination and you have to look at them real closely.,1.0,
573_210,573,11047,"Mr.  R, is it true that we have to put two piles in our — both of us have to put one card?",0.0,
4535_782,4535,14115,I think three-tenths … three-fifths.  [Inaudible] three-fifths?,0.0,
57_105,57,11007,"1, 2, 3, 4, 5, 6, 7, 8.",0.0,
356_358,356,14028,"Wait.  So the divisor is the one outside, and the one inside is the dividend.",0.0,
1061_41,1061,11053,"Increasing.  Okay.  That means the temperature – if you look – how can you tell by looking at the ‘X’s on the graph?  So if this is on axis, another one.  So, here you have one going – so she’s saying that it goes up, then that means that the temperature is increasing.  What can you tell me by looking at this information, right here?  I’ll move it a little bit, so you can see it a little better. Is it better this way?  So, look at the numbers here.  What do you notice?",0.0,Teacher text in student column?
2461_95,2461,11053,"When I get the 1 I put it in the ones place, and when I finish that, I put it one by one like that.",0.0,
2674_76,2674,12033,"Will you sharpen my pencil, please?  Thank you.",0.0,
2936_741,2936,12027,I thought you were talking about these things.,0.0,
249_334,249,14048,"Teacher, are we gonna – are we ever gonna – when are – when are we gonna take a test on this?",0.0,
2967_94,2967,12044,I thought you kept it like this because one side is red and one side is yellow.  So basically the shaded will be red or something like that.,0.0,
2046_284,2046,14103,"She has two brackets, but she only has one bracket on the left side.",0.0,
2208_184,2208,14076,"I think that’s gonna be easy, oops.",0.0,
1018_52,1018,12040,So you can know why you have a mistake.,0.0,
2376_45,2376,11005,One George is three feet and the other one since he only has two.,1.0,
2568_221,2568,11050,3 times 4 and equals to 12. Then I multiplied 12 times 6 equals 72cm cubes.,0.0,
4364_108,4364,12024,I think you're gonna multiply 20 times 5.,0.0,
4198_100,4198,14098,"Seven, eight, and three hundred and fifty-seven thousandths.",0.0,
941_280,941,12021,"I have 24, who has 5 x 5?",0.0,
195_366,195,14035,You can try and get the area from the inside and the perimeter from the outside.,1.0,
726_31,726,14067,Because it still had three fourths left over and it was three wholes and three out of four left.,1.0,
2174_96,2174,14119,I would say she was writing to educate the people?,0.0,
2528_83,2528,14062,"16.  And there is your half again.  So your area, I want you to look at something before I give you your homework.  What did I do, inches?  Student A, you got that inches squared for me?  All right, Student D, you got it?  Awesome. Notice how it gets smaller and smaller as you go down? Algebra problems, it’s supposed to do that.  All right, you have three good examples in your notebooks for you to practice.  Tonight, this is what I want you to do.  You are going to have this little worksheet with some triangles drawn on it for you.  You actually have to do the counting here.  Okay, and I just want you to practice writing your formula. I gave you a formula on there so you’ve got it.  Look over and just see if you have any questions.  You guys did a good job today.  Remember to you have to half it.  You are going to know that.  Have to half it.  Awesome.  If you have recycling and you are in Ms. L class, homeroom, you may take your homework, you may take your recycling and you may push your chair in and you are dismissed.",0.0,Teacher text in student column?
505_253,505,11019,"Yeah than it’d equal 3, 24 divided by 8 equals 3.",0.0,
2639_51,2639,14025,"When I drew the rectangle and the triangle, I thought the height was three, because the other side is three, so that’s why I thought that.",1.0,
2037_3,2037,14015,Is it okay if I do my balance puzzle here?,0.0,
2682_50,2682,14116,I counted two on the bottom and I took two and two on the little width and the height.  I multiplied two and two together and got four and then I multiplied four times six and got 24.,0.0,
2645_27,2645,13015,It's like looking at an acute angle.,1.0,
570_360,570,11027,"Oh, it would be.  If it drew 2 of them and I had it go like right here.  It would be like – it would be and there was more, I would just, might as well just put it in ____.",0.0,
4693_146,4693,12024,They’re acute right here and right here.,1.0,
2726_203,2726,14044,It’s an angle less than 90 degrees?,0.0,
823_219,823,14046,"can you put in the mode of like 12, 15, 11, seven and 13.  If you take away one 11, can you find the mode of it?",1.0,
1055_283,1055,13062,Teacher?  Are we supposed to [inaudible] the ones that are crossed out up here?,0.0,
581_99,581,11016,[Inaudible] pens [Inaudible] eraser.  I've seen them.,0.0,
4333_165,4333,14131,Let's just say we don't have one.,0.0,
219_364,219,14101,“Sally bought two packages of hamburger.  One package was two point four-five pounds and the other was three point one- six pounds.  How many pounds of hamburger does she got?”,0.0,
354_681,354,14095,Twenty and one-third plus seven equals your answer.,0.0,
4022_71,4022,14121,"Two sides are even, and one side’s not.",0.0,
249_289,249,14048,Because it’s 12 plus two.  12 cups plus two more cups.,1.0,
488_264,488,14054,When I multiply 75 and 25 hundredths by 16 I got a answer of one thousand two hundred and 4.,0.0,
2775_65,2775,11024,The first question is: what is the whole?,0.0,
1062_485,1062,11037,"24 times five is, like, 100 – it’s like –",0.0,
2304_305,2304,12054,"Length times width, which is 4 times 3.",0.0,
4205_30,4205,14116,And the amount used is the two [inaudible].,0.0,
28_34,28,11005,"Mr. D, do you need the answer for that one?",0.0,
3011_231,3011,12055,"So they said 3 divided by 20.  Now, if you use a calculator, you divide it out, 0.15.  If you’re looking at that and you’re like, “Oh, I don’t think that I could divide 3 by 20 in an algorithm like this, that’s okay, we haven’t learned how to do that yet, how your answer comes out like a decimal.  So you wouldn't be able to do this step without a calculator.  However, what can you do with 3/20 to change it into something that we can easily recognize and represent as a decimal.  20 you need to change into a number that we can use as a decimal.  Decimals come in what?  One wholes?",0.0,Teacher text in student column?
2625_90,2625,13098,[Crosstalk].  [Inaudible].  [Students working on problem]. [Inaudible]. [Inaudible].,0.0,
203_368,203,11044,"Ms. C, while I wait, can I make up something?",0.0,
995_193,995,13083,"All right, 4,000 plus 800 plus three.",0.0,
202_244,202,11035,Times ten.  Two hundred times ten and sixteen times ten.  Two hundred times ten equals—,0.0,
84_106,84,13082,"The price decreased 2,000 each year because it was [inaudible] by 2,000.",1.0,
2269_192,2269,12044,"So instead of having it 6 by 7, it would be 6 minus 6?",0.0,
2842_56,2842,12059,And we don’t have to do it [inaudible].,0.0,
2741_73,2741,14045,and 3 can go into 6 two times so you have to put a two up there.,0.0,
686_225,686,12022,"I did it with numbers and, like, [Inaudible]",0.0,
1087_514,1087,11051,It shows [inaudible] seems like a big clump.,0.0,
2534_404,2534,11020,Then I took 430 plus 6 equals 436 and 436 plus 70 equals 506 and 506 plus 400 equals—,0.0,
1042_221,1042,12012,This one?  How many can you put six into four?,0.0,
4363_195,4363,12016,There are 35 whole pizzas and 28 pieces of pepperoni on each pizza.  How many pieces of pepperoni are there in all?,0.0,
2255_506,2255,11014,It’s because you couldn’t.  It’s prime.,1.0,
4002_75,4002,14054,"What I did was cut off the 0 and 3, and then I cut off one 0 and 9,000, then I just divided 9 by 3 and then add the two zeros left.",0.0,
245_180,245,14046,"Where are my scissors?  Oh, here they are.",0.0,
4034_464,4034,14116,You need to trade this in.  [Students loudly working on problem].,0.0,
4479_428,4479,13097,"I need help with these.  Like, this one, but I don’t know how to draw a picture for this.",0.0,
4488_162,4488,14120,"10, 20, 30, 40, 50, 60,70 – 79.",0.0,
2852_25,2852,11076,"I minus 16 and five-tenths, and four and five-tenths.",0.0,
2928_98,2928,11020,[Inaudible].  Do you have to get close to – [finger snap] three hundred?,0.0,
4085_130,4085,11072,"Yeah, but that one still looks like an eight.",0.0,
4630_39,4630,11033,Sorry.  Three fourths.  One whole and three fourths.,0.0,
2376_159,2376,11005,I know it was 6 times 8 is 48.,0.0,
2556_196,2556,14095,I got it when you drew it on the board.,0.0,
2180_90,2180,12020,Volume is the base times height and the base equals length and width.,0.0,
2936_827,2936,12027,That’s why you have one-fourth left.,1.0,
2083_187,2083,14078,"Okay.  First, you have to find out what times 11 gives you 44.",0.0,
4354_205,4354,12032,Paul started to mow the lawn at 2:20 PM.  He finished at 4:15 PM.,0.0,
2025_42,2025,14013,Does it have to be at the top or can it be on the bottom?,0.0,
2395_94,2395,11075,I have a question.  What is a landmark number?,0.0,
2652_141,2652,14053,Changing an improper fraction to a mixed number,0.0,
2082_61,2082,14054,"So then we already had 6, and we already knew that 3 times 2 is 6, so we just doubled 6, and we got 12.",0.0,
2056_271,2056,14063,Under the [inaudible].  Under the two.  Under the [inaudible].,0.0,
2095_242,2095,14060,"[Inaudible] equals 3, bring down the zero is [inaudible] divided by 30 is 6.  5 times 6 is 30 [inaudible] the zero.",0.0,
2755_23,2755,11072,"I didn’t, but I need more time.",0.0,
555_100,555,14020,"I did it in a different order, so I didn’t get the right answer.",0.0,
4198_371,4198,14098,"We were going to do that over there, but [inaudible].",0.0,
4598_15,4598,11022,You have to get a number that’s over and then you have to put a comma and then put the number that is up.,0.0,
2521_252,2521,14034,So when you—it has its own place in its place value kind of.,0.0,
2937_51,2937,12017,"8 times 3, 24.  56 plus 2, 58.  32 plus 5, 37.",0.0,
361_484,361,14098,"No, we’re not done with the area yet.",0.0,
2081_335,2081,14056,I did the LCD of 4 into it.  So it would be one fourth and two fourths.,0.0,
2400_307,2400,12013,"Um, I took this a part, that we did.  But then I forgot like, how many boxes go in that way, so I just guessed.",0.0,
204_501,204,11059,One thousand eight.  So I got to go to nine.,0.0,
965_283,965,12016,"And then, you’re [Inaudible] like decimal [Inaudible].",0.0,
173_289,173,13002,"To get the right, to get the answer that’s the radius.",0.0,
4204_62,4204,14013,In [math] you say you’re supposed to multiply the bottom.,0.0,
2680_300,2680,14118,"Well, it sounds like 8-1/4ths time 9-1/2 and turn them into – well I think turn them into a decimal.",0.0,
4483_26,4483,14121,If the teacher tells us to make area models.,0.0,
1006_57,1006,13019,I don't know.  Student M is doing the mean.,0.0,
2623_70,2623,13040,Multiply straight and then you divide by two.,0.0,
2440_115,2440,14058,"Number six, write the correct quotient.  Student L?",0.0,
482_438,482,14044,You messed up this one.  He and [it's definitely] she.,0.0,
20_115,20,11015,Seven-eighths is supposed to be in between six-eighths and a whole.,0.0,
2832_54,2832,11014,She rounded the eight ninths up because the numerator is bigger than 5.,1.0,
2198_130,2198,11024,There’s no [inaudible] on the last numbers?,0.0,
742_67,742,12018,"When you measure her, when you measure, since it’s, like, a meter stick [Inaudible], like three feet long, you should put your finger in place so you can – so you can measure [Inaudible].",0.0,
2532_17,2532,11011,You should be able to develop a strategy for determining the volume of rectangular prisms.,0.0,
1068_141,1068,13053,"Before, Student said you could do it in fractions and decimals. I did it in fractions.",0.0,
4690_90,4690,12016,Inches because yards is too big and [Inaudible] too big.,1.0,
4067_550,4067,14115,[Inaudible].  So that’s how you do it?  [Inaudible] find out the answer.,0.0,
2789_6,2789,11050,That the A is [inaudible] because this is the – basically because you only need one more to make one.,1.0,
124_115,124,11025,"Then I had the eight by four, then I did two times four equals eight, eight times 10 equals 80, then I found my answer.",0.0,
834_539,834,14102,Split the shapes – make different – split the figure into different shapes.,0.0,
357_353,357,14071,"Because a coffee pot, it can’t be measured in quarts because it only has, like, one quart, and you can get, like, four cups out of one quart, so that’s why I chose one cup.",1.0,
